date,open,low,high,close,volume,transactions,vwap
11/13/24,335.85,322.5,344.5999,330.24,125264339,1770598,331.7279
11/14/24,327.69,310.37,329.98,311.18,120726109,1702771,317.5707
11/15/24,310.57,309.22,324.6799,320.72,114435486,1499021,317.958
11/18/24,340.73,330.01,348.5499,338.74,126533935,1764436,340.548
11/19/24,335.76,332.75,347.3799,346,88852452,1227344,342.5891
11/20/24,345,334.3,346.5999,342.03,66340650,964275,339.8731
11/21/24,343.81,335.28,347.9899,339.64,58011719,894804,341.8335
11/22/24,341.085,337.7,361.53,352.56,89140722,1211368,350.0932
11/25/24,360.14,338.2,361.93,338.59,95738799,1352215,348.8669
11/26/24,341,335.66,346.96,338.23,62295857,900077,341.2733
11/27/24,341.8,326.59,342.55,332.89,57896439,878200,333.1307
11/29/24,336.08,334.6501,345.45,345.16,37167621,519477,340.3904
12/2/24,352.38,351.1501,360,357.09,77986478,1117599,355.6961
12/3/24,351.8,348.2,355.69,351.42,58258896,834917,351.0855
12/4/24,353,348.6,358.1,357.93,50810874,706523,353.3553
12/5/24,359.87,359.5,375.43,369.49,81206169,1212219,369.9035
12/6/24,377.42,370.8,389.49,389.22,81453434,1145512,378.9319
12/9/24,397.61,378.01,404.8,389.79,96302573,1488652,389.3852
12/10/24,392.68,390.85,409.73,400.99,97541948,1458457,403.1225
12/11/24,409.7,402.38,424.88,424.77,104285759,1533093,414.9587
12/12/24,424.84,415,429.3,418.1,87750425,1397330,421.7663
12/13/24,420,415.71,436.3,436.23,88937833,1319679,428.4496
12/16/24,441.09,436.15,463.19,463.02,114083811,1906382,453.3926
12/17/24,475.9,457.5101,483.99,479.86,131222758,2228462,473.8162
12/18/24,466.495,427.01,488.5399,440.13,149337968,2544058,460.9424
12/19/24,451.88,420.02,456.36,436.17,118566146,1977577,438.5229
12/20/24,425.505,417.64,447.08,421.06,132186726,1816626,430.6202
12/23/24,431,415.4112,434.51,430.6,72698055,1187250,428.875
12/24/24,435.9,435.14,462.78,462.28,59551750,936767,451.6202
12/26/24,465.16,451.02,465.3299,454.13,76651210,1251616,457.0321
12/27/24,449.52,426.5,450,431.66,82650021,1352470,434.9602
12/30/24,419.4,415.75,427,417.41,64924467,1178086,420.6715
12/31/24,423.79,402.54,427.93,403.84,76821539,1214552,412.925
1/2/25,390.1,373.04,392.7299,379.28,109710749,2134259,382.1548
1/3/25,381.48,379.45,411.8799,410.44,95420249,1446052,397.1372
1/6/25,423.2,401.7,426.43,411.05,85489034,1538767,412.4053
1/7/25,405.83,390,414.33,394.36,75699525,1307364,397.8035
1/8/25,392.95,387.4,402.4999,394.94,73037605,1053232,395.272
1/10/25,391.4,377.29,399.28,394.74,62276533,1013455,392.5441
1/13/25,383.21,380.07,403.79,403.31,67573994,1091601,392.8507
1/14/25,414.34,394.54,422.64,396.36,84565022,1329525,408.3176
1/15/25,409.9,405.661,429.8,428.22,81367740,1270360,419.1477
1/16/25,423.49,409.13,424,413.82,68333121,1115834,415.0015
1/17/25,421.5,419.75,439.74,426.5,94475829,1408185,430.839
1/21/25,432.64,406.31,433.2,424.07,87318494,1525519,417.559
1/22/25,416.81,414.59,428,415.11,60954842,997853,419.6729
1/23/25,416.06,408.95,420.73,412.38,50643592,858453,412.9496
1/24/25,414.45,405.78,418.88,406.58,56404149,880011,411.7831
1/27/25,394.8,389,406.69,397.15,58125210,1169770,397.4668
1/28/25,396.91,386.5,400.59,398.09,48890976,832534,393.9259
1/29/25,395.21,384.48,398.5899,389.1,67991348,1233279,391.7554
1/30/25,410.78,384.41,412.5,400.28,98092879,1520074,399.0416
1/31/25,401.53,401.34,419.99,404.6,83568219,1221590,411.3047
2/3/25,386.68,374.36,389.17,383.68,93731522,1629635,384.0022
2/4/25,382.63,381.4,394,392.21,57072235,901807,386.9632
2/5/25,387.51,375.53,388.39,378.17,57614721,992349,381.3656
2/6/25,373.03,363.18,375.4,374.32,77918230,1355558,368.9382
2/7/25,370.19,360.34,380.5459,361.62,70290753,1178380,368.4992
2/10/25,356.21,350.51,362.7,350.73,77514903,1337303,356.2737
2/11/25,345.8,325.1,349.37,328.5,118112400,1942753,335.3942
2/12/25,329.94,329.12,346.4,336.51,105367809,1582237,338.6118
2/13/25,345,342.85,358.69,355.94,89422619,1349828,352.0012
2/14/25,360.62,347.5,362,355.84,68277279,1058534,353.6308
2/18/25,355.01,350.02,359.1,354.11,51607522,897271,354.7267
2/19/25,354,353.67,367.34,360.56,67090019,962665,361.7207
2/20/25,361.51,348,362.3,354.4,45965354,778485,353.6286
2/21/25,353.44,334.42,354.98,337.8,73750337,1120544,342.3107
2/24/25,338.14,324.7,342.3973,330.53,76012371,1245959,333.6454
2/25/25,327.025,297.2512,328.89,302.8,134228777,2229729,306.318
2/26/25,303.715,288.04,309,290.8,100078276,1673162,297.0253
2/27/25,291.16,280.88,297.23,281.95,99644597,1493680,287.5042
2/28/25,279.5,273.6,293.88,292.98,115590068,1571965,287.0457
3/3/25,300.34,277.3,303.94,284.65,115147914,1628419,292.3369
3/4/25,270.93,261.8401,284.35,272.04,126418623,1989575,271.7506
3/5/25,272.92,267.71,279.55,279.1,93493013,1289435,273.9609
3/6/25,272.06,260.02,272.65,263.45,98401566,1504632,265.5259
3/7/25,259.32,250.73,266.2499,262.67,102338532,1461872,259.9264
3/10/25,252.535,220,253.37,222.15,188905323,2809170,232.3489
3/11/25,225.305,217.02,237.0649,230.58,174894415,2439848,229.1895
3/12/25,247.22,241.1,251.84,248.09,142201681,1874689,247.0825
3/13/25,248.125,232.6,248.29,240.68,114592525,1536068,239.0408
3/14/25,247.31,240.73,251.58,249.98,100171474,1280253,247.1858
3/17/25,245.055,232.8,245.4,238.01,111833565,1489430,238.3511
3/18/25,228.155,222.28,230.1,225.31,111445611,1521427,226.1808
3/19/25,231.61,229.201,241.41,235.86,111980553,1335699,234.4125
3/20/25,233.345,230.0501,238,236.26,99026870,1223404,234.3239
3/21/25,234.985,234.55,249.52,248.71,131716184,1468856,243.5011
3/24/25,258.075,256.33,278.64,278.39,169044665,2140072,271.5308
3/25/25,283.6,271.28,288.2,288.14,150361538,1953630,279.6509
3/26/25,282.66,266.51,284.9,272.06,156250041,1896600,274.6106
3/27/25,272.48,271.8216,291.85,273.13,162554156,1941632,279.7711
3/28/25,275.575,260.57,276.1,263.55,123526189,1578129,266.1675
3/31/25,249.31,243.3601,260.56,259.16,133803221,1661126,252.6819
4/1/25,263.8,259.25,277.45,268.46,146486911,1965296,269.8664
4/2/25,254.6,251.27,284.99,282.76,212781017,2716690,273.6954
4/3/25,265.29,261.51,276.3,267.28,135871491,1807951,268.1336
4/4/25,255.38,236,261,239.43,181206728,2734610,244.8183
4/7/25,223.78,214.25,252,233.29,183126699,2843788,230.0561
4/8/25,245,217.8,250.44,221.86,171596800,2360232,235.3826
